,author,home_url,helpful,funny,appraise,played_hour,post_month,post_day,games,reply,image,review
246,Crყρϯic Misϯ,https://steamcommunity.com/id/Cryptic_Mist/,10,,1,89.0,May,"10,",83,0,1,9.5 out of 10.
247,Jackaljacked,https://steamcommunity.com/id/jackaljacked/,11,,1,45.8,January,"10,",748,0,1,"Tomb Raider is an intense action packed adventure game in which you debut as a young Lara Croft from a vulnerable woman to a battle-harened survivor which we all know and admire. The gameplay in the beginning is a bit bland but afterwards you are let loose on the island and go to advance the story. Even tho there are a couple of the loved and sought after QTE's the story and locations advance fluidly and slowly but surely we see the birth of the survivor.The graphics are quite astounding to the point that it gives the island a beauty of nature with the combination of the sound which is also quite well incorporated. As for dialog in the game its quite linear but you are able to talk with the other survivors (also and achieve for it) to get to know them better and learn about them. The voice actors in the game are superb.The game offers some DLC but it is mostly maps, weapons and playable multiplayer characters. It's filled with variations of match types and progression systems that you'll see in Call of Duty, Battlefield 3 and other shooter-centric playgrounds. Just so you know, the multiplayer is almost dead. theres a group called Tomb Raider Multiplayer Madness that focuses on the multiplayer and sets dates to play with others. The Lara Croft character is very well laid out, the graphics are great, pacing is pulsating (perhaps the best thing about the game) and gameplay is smooth. This is a great prequel, an intense and gritty story of the origins of Lara Croft.9/10 for this gem of a game."
248,Pepe_el_Frogo,https://steamcommunity.com/id/TheUniporn/,11,1,1,22.3,October,"13,",368,0,1,"Tomb Raider reboots with an origin story which turns out to be a nice action-adventure game with some light RPG elements, and weapons upgrading. The PC version runs really well and it's very friendly to multi-monitor setups. I don't recommend the hard difficulty as you'll get into some fights that seem difficult for the sake of difficulty.   This game resembles a cinematic story because you don't have real choices for your actions and path, puzzles are not that hard, and there are a lot of (cool) Quick Time Events and cinematics. The action high points are often QTE or QTE-like, which on one hand it's a good thing because in this case they are done pretty well, on the other you could say that they subtract from the gameplay. Pros: good story. Cons: not sure if the stealth game is bad or I am (maybe both). Rating: all the QTEs!!! Recommendation: if you think you might like it, then you probably will."
249,Nar!,https://steamcommunity.com/id/microtron78/,17,,1,25.9,August,"1,",140,0,1,"This is the best Tomb Raider game I've ever played. I didn't like it at first because some combat sequences  were in form of cut scene style with: ""press X/Y button now to dodge"", ""tap left now etc to attack"",  but I learned to appreciate it after a while and realized this was only a minor case. For the most part, combat is real time point and shoot with many cool challenges to over come. The puzzles and secrets weren't annoying. The controls are finely tuned. The graphics still hold up well today when ran at max and I still enjoy replaying this to try and obtain remaining artifacts I left behind every now and then.The story is pretty good and what you'd expect from a Tomb Raider game. I recommend it."
250,QarekTyphon,https://steamcommunity.com/id/QarekTyphon/,15,2,1,5.1,March,28,928,0,1,9
251,rrr,https://steamcommunity.com/id/bedmaker/,14,,1,13.2,May,"27,",99,0,1,games bloody amazing feels like ur in a movie
252,V.I.P,https://steamcommunity.com/profiles/76561198126969804/,18,1,1,30.7,June,"4,",487,0,1,A game that released in 2013 with this beautiful graphics and that much of a content to explore 10\10
253,Demonslayer2222,https://steamcommunity.com/id/demonslayer2222/,13,,1,42.7,April,"21,",875,5,1,"Well what can i say but simply amazing, best tomb raider of them all by far, great story and so refreshing to see a younger more scared lara than we are used to as set before she became the lara we all know. Graphics are simply out of this world, gameplay is great, weapons and combat is so much fun and the quick time events are fun to do and as a rule i usually hate them but here they seemed to fit in well, over all  this game has blown me away and as far as im concerned its a must buy 10/10"
254,N3tRunn3r,https://steamcommunity.com/id/N3tRunn3r/,90,7,1,30.6,August,"25,",715,1,1,"I would always recommend Tomb Raider's SinglePlayer again.One of the best Adventure games I've ever played!!You also learn a lot about the Japanese and Chinese Mythology, it is brilliant.Tomb Raider's Developers really did the best they could. Thanks for this!!Normal difficulty is too easy since I had almost unlimited ammo due to a most-correct skillset. Your enemies won't really hit and kill you as well, but when they hit then massively lol. Take cover, always! That's why I commend to use the Hard gamemode. It will be next for me very soon.The most important achievements are done, too.Found everything without any help or walkthroughts. Use your map and set waypoints.Game successfully finished after ~19 hours of a non-stop play.Well, I died a lot but not by enemies, more by searching every corner and stuff on each map.In my eyes, TR includes just the best of the whole Tomb Radier universe. I have noticed a lot from classic Tomb Raider 2 and classic Tomb Raider 3, my favourite parts. The young Lara Croft reminds me from Tomb Raider: Legend and I have so noticed lots of ""Legend"" elements within Tomb Raider.Btw, I haven't played the MultiPlayer yet, but it seems Cheaters have crushed it completely.Maybe some Co-op friends are so going to play this with me, cheat-free of course.We need an Anti-Cheat system and so a global ladder reset. Please.:DDo you wanna read negatives?- Tomb Raider has not included any swimming/diving missions.- Hunting animals should be more effeictive aka, add hunger.- The action keys are a bit confusing at the very 1st start of TR's gameplay.BEST REGARDSN3P.s.:After finishing TR through its hard gamemode, I have to finally play Hitman: Absolution ^^"
255,Ov3RT4K3R,https://steamcommunity.com/id/Ov3RT4K3R/,25,3,1,42.4,October,"16,","2,928",0,1,"The game begins with Lara Croft, a young archaeologist, setting out on her first expedition aboard the ship Endurance, with the intention of finding the lost kingdom of Yamatai. The expedition ventures into the Dragon's Triangle, east of Japan. The ship is struck by a violent storm and shipwrecked, leaving the survivors stranded on an isolated island. A bloodthirsty, strange cult shows up to the shipwreck and tries to capture and kill the 'outsiders.' Lara soon discovers that the cult is led by a man named Mathias. Lara narrowly escapes capture at the hands of Mathias's men and must track down her friends and escape the island.The gameplay is where the game shines. Throughout the course of the game, Lara comes across a bow, and finds a handgun, machine gun, and shotgun. The weapons can be upgraded with the use of salvage, which you can find in crates, lockers, enemy corpses and animal corpses. You can also upgrade your skills with XP which you gain through story progression, killing enemies and animals, finding collectibles and solving puzzles. The weapons and skills can be upgraded at Campfires, which also allow the player to fast travel back to areas which you have visited before. You have to solve Mini-puzzles to open up a new path. Fire, wind, gravity, and rope arrows are just a few elements that are used throughout the game. Lara can climb rock walls and use valves with the help of a climbing axe, shoot rope arrows to create ziplines and much more.The Enemy AI is smart and will use cover and fire to their advantage. Quicktime events are often used in cases where Lara is captured or attacked by a wolf and they are pretty intuitive. Tombs are also in the game, but they are optional to get XP and salvage bonuses. There is also a multiplayer part. It consists of 4 game modes, Rescue, Team Death Match, Cry for Help and Free For All. Basically in all competitive modes the survivors will fight against the scavengers. The graphics are gorgeous. There is nothing to complain about.The ambient sound is well done. The voice acting is extremely professional.Overall, Tomb Raider is a spectacular game and I can highly recommend it for fans of the old Tomb Raider games and also for any other type of player.Sounds 10/10Graphics 10/10Gameplay 9/10Atmosphere 10/10If you liked my review, please feel free to follow me and/or my curator group:Also feel free to check out my YouTube Channel:"
256,Farboud,https://steamcommunity.com/id/farboud/,17,2,1,25.8,August,"3,",574,0,1,"Suffice to say I enjoyed every second of Lara’s journey from a naïve archeologist to a fierce survivor. The story was decent enough for the most part with occasional climaxes and the characters were likable. Visually, despite the game’s age, it still holds up pretty well. However, the only issue I have with the game is the fact that, unlike what the name suggests, there are not that many “tombs” in the game and the ones you get are usually pretty small and not very engaging. In addition, it goes without saying that the multiplayer is long gone, so don’t expect much in that area. All in all, Tomb Raider is a solid experience and is definitely recommended. Also, if you manage to wait for a sale, the price will be unbelievably cheap for the content you get."
257,Reyks,https://steamcommunity.com/id/Reyks/,12,,1,23.9,April,"12,",380,0,1,"Fantastic game, definitely a must play. I had it in my library for several years, even played it waay back in 2013 but for some reason I never really gave it a fair chance since I felt it was too different from the old games (namely the Legend trilogy).This new Lara is far more realistic, down to earth and vulnerable. This game is basically about her slowly becoming a badass, having her trapped in an island full of crazy people is the perfect setting to tell that kind of story.If you're like me and had this game sitting in your library for years I urge you to give it a chance, it really made me excited to play the other games in the trilogy."
258,Caenis Snow,https://steamcommunity.com/id/caenissnow/,27,5,0,0.9,September,"29,","3,214",0,1,"I cannot play it.  It gives me motion sickness almost instantly.  The weird, unnecessary, wobbly, shaky camera is an absolute royal pain.  I have tried everything to fix it and the only mod that used to fix it was abandoned and taken down and even old versions of it apparently now have a virus...  So yeah.  Wasted money on this one.  (Luckily, I got it in a bundle.)  If you get motion sickness in games, DO NOT BUY IT.  I am sure it's great otherwise, but for people like me, this is a brick wall."
259,Arbiter Libera,https://steamcommunity.com/id/a2o4c6/,17,2,1,12.7,June,"10,","3,476",0,1,"I find myself torn on how to finalize my opinion on Tomb Raider. As a game it's perfectly solid with nothing to really make it stand apart or fall to pieces. Mechanically it's all there – upgradable gear, skill points you spend on abilities, enjoyable combat and exploration – but I found it never reaches any heights where it should have. Lara Croft's origin story has so little story in it and development that was present I could never buy into due to conflicting narratives, character portrayal and being a reboot that honestly focused on the wrong things. Tombs, as such, being merely optional “dungeon delves” in a game titled Tomb Raider sounds wrong just typing it out like this, and with stronger presence would've been that something to make the game stand out more. Competent or uninspired, you decideLooking back at history of Tomb Raider I am brought to realization just how many games in the series I've missed out on. Not the earliest PS1 titles with those, let's call them charming, controls, but rather installments that followed on the next generation of consoles. PC as well, of course. This puts me at odds and essentially drawing from memory as to what the series originally was. Is that a bad thing? Not necessarily. One should keep in mind my modern experience when it comes to “gun-totting action platformer” had been tempered already by Uncharted, though. This game strikes a resoundingly familiar tune in comparison.Story concerns exploring this lost island called Yamatai, but it takes a while for our cast to really get into things. Understandable when you take into account their ship wrecked and things start going awry almost immediately. Even if you ignore the fact they're largely regular people, aside from Roth who happens to be ex-Royal Marine and badass to the bone, there's bad blood on the island since it turns Lara and her crew are hardly first to get stranded there. Why and how would be spoiling, but considering this is Tomb Raider and they're looking for “mythical civilization lead by the Sun Queen” I'll let you piece it together on your own. Speaking of Endurance's crew and related characters we have our own Lara Croft alongside Sam who's family is actually funding this whole expedition as kind of archaeological research. These three figures are the most important ones and game really never makes much of an effort to characterize everyone else past the intro itself and brief radio communications. You have your grumpy mechanic, fellow naive student, professor so drunk on his ego you can see disaster waiting to happen, etc. They're archetypes for the most part and if there are twists to be had you can probably how they'll unfold. Story is not really the focus of Tomb Raider as it focuses more on Lara's own journey of survival and saving others as she gets entangled with things way beyond her ability to deal with at first glance. As game likes to remind you, she's a Croft and it's in her blood, though.Lara herself is one I have even more problems with. I remember it was all the rage back when this was a new release to toss around “ludonarrative dissonance” in order to sound smart and yet these people were not entirely wrong. What does that term mean? Put simply it's when story and gameplay narratives are at odds with one another... which happens to be absolutely true in Tomb Raider. Vulnerable girl persona they have going for Lara takes forever to wash away considering that in gameplay department you're wasting crazy cultists and wild life out to get you about ten minutes in. It's a permanent obstacle if you want to take Lara's character development seriously and I never could. To be fair there are moments later on when she's in full hardcore mode taunting enemies and they genuinely fear whoever is thinning their ranks, but such moments are far too rare and her character is not significantly altered. This one is a personal pet peeve, though – I could not stand Lara's voice. Yeah, posh Brit was always her thing, but if there's an English valley girl equivalent stereotype this is probably what it would sound like. Fact half her script seems to be grunting in pain and game mostly serves to be a sort of origin story for her character doesn't exactly help.With all that out of the way we can finally get to gameplay and other bitsAs I hinted above this was instantly familiar to me, although that could be simply because similar games have codified particular aspects like control schemes, character progression, and others over the years. If you've played one modern third-person action game you could make an argument you've played them all. In that case it's a good thing Tomb Raider is still built on very solid foundation. Yeah, Uncharted with female lead vibe is very strong, but I really liked how tight the game felt and in terms of shooting specifically I think it gave you more freedom as opposed to sticking to cover and taking potshots. In that regard maneuvering through combat zones takes a significant step forward in opposition to more static yet similar games of its time.If I had to divide it very roughly I'd say game has in equal measure platforming, combat and collecting various trinkets, but how they're distributed is not necessarily balanced out perfectly. What I mean by that is there are segments where you're on rails as setpiece after setpiece is, sometimes quite literally, firing around you and you're either doing your best to parkour your way to the objective OR shooting through waves of enemies to stay alive. For a good chunk of Tomb Raider you'll be putting combat aside and exploring zones to get all the sweet experience and collectibles. I come back to it again, but it's the latter that will actually stand in for largely absent story as you discover more about how previous shipwrecked individuals coped with their situations, find relics Lara will expand upon for some ancient Asian history, etc.That “fully realized game” feeling is probably what I liked the most. Yes, you're unlocking weapons as Lara goes through the story and you're using scraps you collect from crates you seemingly find everywhere, even in ruins untouched by mortal hands, but it's how these weapons are incorporated into the world is what really makes them more than merely how quickly they can kill things. Shotgun can be used to clear barricades, bow used to connect two points and create a rope to traverse over, etc. Fact you can upgrade all available weapons and will keep doing so until the very end of the game means you'll have something to do. One issue that kept rearing its ugly head is lack of any real stealth for a game where you're a single person going an entire garrison and your name isn't Rambo. You can creep on enemies and even stealth execute them if you get close with your mountaineering axe, but when you take into account you have three silent weapons (bow and upgraded pistol/rifle) you really have to wonder why that's the case in the first place. As you can probably predict game dispenses with any of that and likes to throw you into gauntlets as enemies surge in waves. I did appreciate the change of pace towards the end when new enemies appear even with staying up to date with upgrades meant I was never really out of ammo. Weapons having multiple uses also means you'll be using them to gain access to more than you initially could in the world aka going back to re-visit with fast travel to collect what you missed on your first pass.Much to my own enjoyment I was pleasantly surprised by how Tomb Raider kept up visually. Most of its failings in that department really come from intentional choices. Be they from the setting game went with (jungles and caves, until the last quarter or so when you see more variety) or simply due to trends in the industry at the time still going strong. It's a game that really wants you to mash those buttons for QTE as interaction and core part of combat itself."
260,JeremyBeezy,https://steamcommunity.com/id/jeremybeezy/,13,,1,31.1,August,"6,","1,330",0,1,"My first ever PC game when i was 7 years old was Tomb Raider. I loved it, I sucked at it, but i loved it. That first game made me a forever fan. Tomb Raider 2013 tho? A whole 'nother monster.I dont know why i havent written a review for this yet, I first played it back when it released on the xbox 360 back in 2013, and i eventually bought it on pc when i upgraded my potatoe to a genuine PC gaming machine. I have beaten this game countless times. I have this game memorized through and through. It is a masterpiece. The new standard for a franchise that would change it forever. This game is a must play, and it only gets better from here. Crystal dynamics took what core design created and took it beyond what i thought possible as a 7 year old. THIS is a tomb raider game, and im happy to be a fan. I am a lara stan, and 2013 was the year we got a new and perfected lara croft adventure. Crystal dynamics sold to a new pub this year, and i hope that means less crappy avengers games and more Tomb Raider."
261,GeoLuz,https://steamcommunity.com/id/geoluz/,12,,1,32.3,May,"18,","1,067",1,1,"The legendary Lara Croft from the legendary Tomb Raider franchise appears to have been reinvented in this 2013 reboot. She doesn’t appear to be sexualized like she was in previous iterations and looks like a woman who is about survival and gets tougher as the narrative progresses. This is the first time I had ever thought that Lara could be raped by a man who was coming on to her.The plot begins with Lara and her companions being shipwrecked on an island known as Yamatai. You will discover that Yamatai is an island with many perils, including dangerous cultists plenty of wildlife. The game begins with many QTEs (Quick Time Events) that introduce you to the basic gameplay of Tomb Raider. After learning the QTEs, the game opens up and allows you to explore. This game is not as linear as previous Tomb Raider games and this is a great thing. You can explore as much as you want while being mindful of the strict nature of the narrative. Lara looks convincingly vulnerable, but she is very resourceful in trying to survive.Once you have freedom to explore you will notice that Lara needs to eat by hunting wild animals such as deer and birds. She seems to feel bad about killing wildlife in order to survive but she needs to survive. As the plot advances Lara gets used to killing enemies she only gets tougher from killing enemies. The enemies include cultists known as Solarii soldiers and Oni. Solarii and Oni vary in terms of armor, weapons, difficulty.Weapons are a very interesting part of Tomb Raider’s gameplay. You begin with a basic bow and arrow that is upgradeable as you find more gear and salvage. The bow can eventually be used to create ropes in order to zipline from one area to another. As the bow continues to be upgraded, you will be able to attach the arrow to ropes in order to break open barriers. The bow is the best weapon that demonstrates Lara’s resourcefulness. Other well-known weapons such as the pistol, shotgun, and assault rifle can be upgraded also. This is where salvage is significant in the game. Salvage can be found on bodies of dead wildlife, Solarii and Oni and needs to be spent on upgrading weapons. Salvage is a pleasant addition to this game. There are also skill points that you earn from killing enemies, skinning animals, and progressing through the story. Skill points give Tomb Raider an RPG feel, although the game overall still feels like an adventure. Salvage and skill points can be spent at the various camps scattered throughout the game. The camps also serve as save points for Lara.The exploration gives the game a non-linear feel, as you find many collectibles such as relics, GPS cache, treasure maps, and tombs for raiding. Most of the collectibles don’t give much XP, but the tombs increase your XP so much that you would feel very encouraged to find/raid all the tombs. All the tombs require some puzzle solving, but the puzzles are not overly difficult to understand and solve. Raiding these tombs is plenty of fun and makes it fall in line with the title of the game Tomb Raider.Stealth is one of the new features added to this reboot. Lara can sneak up from behind and strangle an unsuspecting soldier to death. The bow can also be used in silent kills by hitting someone in the head with a well-placed arrow. There is a greater reward for headshots with any weapon which is greater XP.The locales around the island really serve as playgrounds not only because of their design, but because of the openness of the gameplay. Previous Tomb Raider games would require you to follow a strict, linear path to reach your objectives. While the storyline itself is linear and predictable, the exploration shows Lara’s interest in archaeology and ancient civilizations. Lara’s companions help flesh out the story. These characters are mixed with people who support Lara and one who’s not so sure about Lara’s ways to get them to survive their unfortunate circumstances on the island.The controls of this game are absolutely accurate, from the platform jumping to pressing the right buttons in QTEs. There is a Q button for those who play with the mouse and keyboard for survival instincts. Pressing the button for survival instincts turns the screen gray and highlights the important objects that you may need to solve puzzles. There is a well-detailed map that makes the game reasonable enough for advancing.I think that the Tomb Raider 2013 reboot is the best of the Tomb Raider franchise. It’s probably best not to sexualize Lara Croft and portray her as a tough, courageous survivor. Also, previous Tomb Raiders didn’t provide so many clues to advance and had frustrated many gamers. This Tomb Raider does not frustrate in the gameplay context. I highly recommend this Tomb Raider reboot to anyone."
262,Life,https://steamcommunity.com/id/-bluu/,18,1,1,14.4,February,"14,",201,1,1,Best game i have played in a while the graphics have aged well and the story is very interesting game isnt to hard or to easy.
263,Chr1zM,https://steamcommunity.com/id/Chr1zM/,14,1,1,35.4,October,"26,",210,0,1,Tomb Raider are the best Action-Adventure-Story-Games I've ever played with The Last of Us.(better than Uncharted series)
264,Globster,https://steamcommunity.com/id/globster/,13,1,1,24.4,July,"4,",703,0,1,"The definition of action adventure. This game is so overflowing with adventuring in its truest sense and bombastic action, that it won't bore you for a second. Lara Croft's origin story couldn't have gone better. This is how it's done. Crystal Dynamics changed the heavy focus on linear levels full of platforming and puzzle solving to a more dynamic mix of action, exploration and truly physical storytelling. Don't worry as there are still many many puzzles to solve, relics to collect and tombs to be raided. The levels are abundant with content, there is always something to do, solve, collect or read and it will shed some light on the history of the island you shipwrecked on. You get XP for your activities and gain levels to improve your combat and exploration skills. This reminded me of the Batman series as it has a very similar structure. If you are attentive to your surroundings, you will get 90% of the content the game has to offer naturally. The open levels are very well intertwined with action sequences and the combat itself is quite challenging on Hard difficulty. What I meant by physical storytelling is that the plot is revolving around Lara's survival ability and learning how to function on this hostile island. She slowly uncovers a sinister plot with a supernatural twist as it wouldn't be a Tomb Raider without some spooky stuff. The ending was very emotional for me. The audiovisual presentation is simply breathtaking as well as optimised. I loved every bit of this game and I cannot think of a more serious negative aspect. 9/10+ true action adventure, exploration of the mysterious island, the birth of a survivor, graphics and optimisation- the puzzles might be considered easy"
265,Jedo,https://steamcommunity.com/id/jedo/,13,,1,36.4,February,"4,","4,038",2,1,"This Tomb Raider origin story is definitely my favorite version by far. I had a lot of fun playing it from start to finish (minus the multiplayer) due to the breathtaking level design, good voice acting (Camilla Luddington), and overall high-intensity throughout the game.This is an example of a game that you can't play half-awake.It took me about 25 hours to complete the SP campaign (35+ if you count the MP). One major thing that I feel they did right in this game are the collectibles. It's interesting because they're not hard to find due to skill upgrades and treasure maps but they are actually fun to 'try and get' because of all the platforming involved. It's not enough to know which direction to go. Reaching the collectibles requires an understanding of the map's layout. It's actually very easy to get lost within the beautiful island if you are just prancing around without direction.As far as the combat goes, I am split 50-50. The game gives you enough freedom with how you can kill your enemies and that allows for some good times. On the other hand, it seems that enemy detection is a bit screwy. As an example, there's an enemy mounted on a turret gun that can see you through walls and will follow you wherever you go even if you are hidden from sight.I feel that this 2013 version of Tomb Raider is my favorite one so far. Even for an origin story, this Lara Croft is quite different from her predecessor even when you try and imagine how one can become the other. I think that this game should be a starting point for a new series of Tomb Raider games. I do recommend this game to fans of the old games but even more so to those who have yet to play anything from the collection."
266,KING OF THE SKULLS,https://steamcommunity.com/id/KINGSKULL/,10,,1,23.9,January,"12,","1,092",0,1,I almost forgot how good this game is after all these years!+ Great gameplay and fun gunplay+ Awesome graphics for 2013+ Interesting story+ Puzzles and challenges+ Good character design Definitely a 9/10 and highly recommended.
267,B l u e b e r r y P o p t a r t,https://steamcommunity.com/id/BlueberryPoptart/,15,1,1,157.1,January,10,"1,819",0,1,"As the Tomb Raider games evolve, we survive many adventures and tombs/puzzles during our journies and Lara's boobs have become normal and not cone-shaped, I'm glad she has not gotten the jiggle physics in them ""yet"" because I don't think my primate brain could take that kind of stimulation and play the game effectively."
268,[CVG]Anton,https://steamcommunity.com/id/CVGAnton/,32,2,1,16.9,October,"10,",306,0,1,"Tomb Raider is the next installment in the series of Tomb Raider games with s different take on the story. Rather then play as Lara Croft on another adventure to discover lost tombs and treasure, you play as Lara when she was in her younger years (early to mid twenty's I think) and she was not the adventurer type as we know her to be back then.The game starts off with the you surviving a ship wreck and having to find your crew mates. Along the way you discover hidden tombs random box's containing salvage material and random items throughout the game to collect.Crystal Dynamics did yet another amazing job creating another Tomb Raider game. The visuals and graphics alone make this game truly amazing looking. Tomb Raider is an adventure game and that offers weapon upgrades as well as skill upgrades.The game plays smoothly with the Xbox 360 controller and the default button setup is well placed for play. Although you can't save the game when ever you like there are camp sites that when you rest the game saves.When you pass by an area with placed you could not get into you will eventually make your way back so that you can access those areas with your upgraded weapon and/or new weapon abilities. The camp sites also let you fast travel from camp site to camp site.The map screen when you access it will show locations of the hidden items to find in a given area once you locate the treasure map or enough GPS devises for them to show up.My first few hours of play of Tomb Raider I have to say have been really good. There are events in the game that require button mashing to be done in order to succeed and although this makes the game more dynamic I don't like it because it distracts me from watching the event by making me focus on what button is about to be reveled that I need to press with in a second.Right now the Game of The Year edition is $39.99 Canadian and I would wait for a sale when it $12.49 or so before picking it up because the single player is where the game is really enjoyable. Although the price of $39.99 is a steal there isn't much to offer for multiplayer as there isn't many people playing the multiplay side of the game, plus the single player story is what Tomb Raider is really about.ːfirst_starːːfirst_starːːfirst_starːːfirst_starːːfirst_starː"
269,G-Man,https://steamcommunity.com/id/sAs_M1kka/,19,4,1,115.5,November,"27,",600,0,1,"AWESOME GAME, GUYS!!!You are NOT an ordinary superhero in this case, in this story. Just a lady who can falls. but not once. Many times. But who can stand up. Again n' again.......while her clothes full of mud n' blood.In nutshell:the landscape is marvellous, the story is exciting,n' Lara is still beauty... Some things NEVER change. ;)"
270,Justkaz,https://steamcommunity.com/profiles/76561198024163947/,16,,1,14.9,March,"10,",169,0,1,"I've played a couple of the classic Tomb Raider games and I could just never really get into them.  I saw this title, enjoyed the trailers, and decided to give the series another shot.  To be frank, I was blown away.  This game pulls you in from the moment it begins, with an engaging storyline, beautiful graphics, and compelling voice acting.  The gameplay is solid and offers enough exciting combat and immersive exploration to satisfy any fan of the adventure genre.Tomb Raider 2013's story reveals Lara Croft's origins and is based on one of her earliest adventures on a mysterious island.  The player is taken on a thrilling journey that uncovers Lara's true potential and destiny to become the Tomb Raider.  Her evolution from the inexperienced young student to the courageous, gritty survivor/explorer is brilliant.   As the game progresses, there are so many details- from gradual changes in Lara's facial expression to the tone of her voice and behavior- that reveal her gradual transformation.  In the beginning of the game, one can sense her fear and uncertainty, but by the end, a budding confidence and resolve.The gameplay is rock solid.  Combat is fun and exciting, and the player is rewarded for skillfully dispatching enemies with bonus experience.  The weapon upgrades are awesome and fun to use (my favorite was the grenade launcher and fire arrows).  Exploration is a blast, thanks to the fluid and natural way the player navigates the treacherous terrain, be it rock climbing with the ice axe or daring leaps across bottomless chasms.  There is a decent amount of side questing involved for the completionists out there as well, usually involving finding hidden historic artifacts or notes/memoirs.  There are sporadic button prompt mini-games but they don't feel tacky and aren't overly difficult.  My only complaint really is the simplicity of the optional tombs and the trivial rewards at the end of each one.  The devs could have put a little more effort into making these spelunking experiences feel more ""epic"" and rewarding, rather than just a means to find some treasure maps and weapon upgrades.Controls are great.  I played this using a keyboard/mouse and had a very enjoyable experience.  The controls are, by default, very intuitive so I didn't even have to change anything, just played the game.Graphics are amazing, especially for a game from 2013.  Excellent graphical options as well, and the performance is great, no issues for me and my system is a bit outdated.Sound is excellent, but music was mediocre.I spent a good 15 hours to complete roughly 80% of the game, including the main story, all the optional tombs, and a good chunk of the side quests.  If I were a true completionist, I can see this game lasting maybe 18-20 hours or so.In short, Tomb Raider 2013 is one of the most immersive and enjoyable adventure games I've played in recent memory, a classic in my book.  Grab this game NOW if you haven't already, you'll be glad you did!  Solid 9/10 game."
271,Luna,https://steamcommunity.com/profiles/76561198048313541/,12,3,1,23.6,August,"11,",223,3,1,"Please note that this review is based solely on the single player campaign. I have not tested multiplayer features at all. I will keep this review relatively short and to the point. I will do some minor comparison to older Tomb Raider games (1-5) as it can't be helped being a huge fan of the series.* * * * * * * * * * * * * * * * * * * *Tomb Raider (2013) is a brand new beginning and a resurrection for the well known franchise. It took a completely new direction making the main character Lara Croft more human, easier to relate to and less of that sex symbol as Lara has been in the past. The change is fresh, well needed and makes the whole thing more serious. I really like this new look for both Lara and the Tomb Raider franchise.The visuals of the game are fantastic and the cutscenes are both beautiful and well placed between the gameplay. I personally liked the camera angle very much and it didn't suffer from any issues. He whole experience felt really fluid and enjoyable. The soundtrack of the game however wasn't above the average. It did it's job but there were no moments when I'd stop to listen the beautiful melody on the background as in the past. I couldn't find anything I'd find myself listening outside of the game.As with so many other newer generation of games, I can't see myself playing this game again after fully (100%) completing it one time. In comparison I have replayed the old Tomb Raider games many times over and still they keep making me want to complete them yet again. I don't know where the problem lies, I just didn't get a feeling that I'd want to play this game a second time.Overally the game wasn't much of a challenge outside the few moments when I had to stop and think for the solution. Getting all the loot and treasure didn't give me other satisfaction than the ending screen's ""100% complete"" text. It wasn't difficult, rather time consuming since the game could have been completed in half of the total time if I only went for the story. The game had plenty of ammunition for your weapons and I never felt like I'd have to preserve it. The combat was rather easy and the AI wasn't that sharp all of the time. This could be seen as enemies thinking as if they were behind a cover when they actually weren't. I think the amout of combat was overally well balanced however and there wasn't too little or too much of it.You don't have to be a Tomb Raider fan to enjoy this game. It's a fresh start with a fresh story and it's made for both newcomers and old veterans of the series. Xbox controller is supported and the gameplay with it is easy, had no issues at all. I highly suggest to only get the base game unless you absolutely want the GOTY edition for whatever reason. The additional content consists of totally unimaginative skins for Lara (I ended up not liking any over the default skin), some multiplayer maps and weapon skins (for multiplayer) and one extra (bugged!) tomb to explore. A new area that adds 5-10 minutes more gameplay should have just been included in the base game. Charging 2,50€ for it can be seen both as greedy and as a total lack of imagination for deluxe edition content. The whole variety of DLC is more or less a money grab in my eyes and leaves a bad taste to my mouth. Other than that the actual game is well worth the money.* * * * * * * * * * * * * * * * * * * *21:9 Gameplay Review:I played this game using a monitor with 21:9 aspect ratio, a resolution of 3440x1440 and a refresh rate of 100hz. I'm sharing my experience with those who might be interested in how this game works on ultrawides.This game supports 21:9 aspect ratio out of the box and you won't be needing any additional fixes. Some HUD elements didn't expand beyond 16:9 but that was a rather minor issue and didn't bother me personally. During the end credits the screen did some flashing outside the 16:9 area which was a bit annoying. Cutscenes were apparently cropped to fill the screen but I didn't really put too much attention to this (other than a few times when Lara's head wasn't shown completely) and I personally prefer filling the screen completely (without stretching) than having black bars on the sides. Refresh rate was sadly limited to 60 as far as I'm concerned (couldn't change that from in-game options) so I couldn't utilize my 100hz monitor's full potential. Overally very happy with my ultrawide experience on Tomb Raider and as always, getting more horizontal view gives so much better immersion.* * * * * * * * * * * * * * * * * * * *TL;DR & Ending words:Overally a very nice game with beautiful visuals and a fresh look. Musical score was sadly average and the 100% completion could have been made a bit more satisfying experience. Supports 21:9 aspect ratio and the Xbox controller for PC out of the box. A game worth buying for everyone. The DLC content however hardly gives any additional value and is not worth it in my opinion."
272,kenzhie,https://steamcommunity.com/id/zergzar/,20,63,1,6.8,October,"28,",222,0,1,lara croft turned me into a lesbian
