,page_index,author,home_url,helpful,funny,appraise,played_hour,post_date,games,reply,image,image_link,review
19,3,SecretAgentKiiN 特务健,https://steamcommunity.com/profiles/76561198087794419/,447,16,1,102.4,"Posted: April 8, 2022",551,37,1,https://avatars.cloudflare.steamstatic.com/0160766b6fe10c6bcb99ee2dc15a0a33aa1383d8.jpg,"✔️ Time rewind to undo car accident✔️ F r e e roam with optional misc challenges ✔️ Optional to follow track, or go for shortcut ✔️ Bot opponent will auto match player vehicle tier✔️ Circuit & Sprint Mode✔️ Download friend ghost ❌ Toggle Simulation Mode❌ Grind long hours to earn car❌ Grind long hours to earn money ❌ Four Season Changes as Forza Horizon 4❌ More cars available than Forza Horizon 4❌ Forever 100% Anti Cheat 🔎 Long version checklist ➜ 🎯 Compare to Forza Horizon 4 ➜ 📢  Disagree + Criticize ➜ 🕘 2021: Game released & wish-listed🕘 2022: I'm free now, let's do a playtest, so I just buy it🕘 1 hour gameplay later: Tweaking the video setting to match my pc🕘 17 hours gameplay later: Comparing with FH4 at the same time  🕘 25 hours gameplay later: Content worth the price, no regret🕘 39 hours gameplay later: Rumor checking complete 💎 Over 570 cars available💎 Convertible Cars available💎 Coop mode available💎 Realistic GPS voice💎 Radio DJ available 💎 Many type of PvP events💎 Many Quick Chat template💎 Download vehicle tune from community💎 Download random Game Rule from vary Creators 💎 Replace bot name into your friend name, if only play solo💎 Graphs comparison chart available when changing tune💎 Many breakable objects at the side of the road💎 Score streak bonus happen in anytime💎 Able to purchase numbers of Villa as a spare home💎 Auction House available for buy and sell cars💎 NPC will call Avatar name with voice💎 Avatar Dance with car in the loading screen💎 When misc challenge started, civilian car will be ghost = Reduce obstacle🔊 Much higher PC spec demand than FH4🔊 Only able to play with friend already friend in xbox account🔊 Horizon Adventure = Singleplay Campaign🔊 Trailblazer = New misc challenge around the world map = Win without GPS 🔊 Horizon Arcade = Group PR stunts = Coop Mode🔊 Event Lab = PvP Arena = King / Infected / Survival / Flag Rush Mode🔊 Forza Link = Quick Chat template🔊 Rival = 1 to 1 Ghost Challenge🔊 Convoy = Current lobby player list🔊 Create Blueprint = Race & Route Customization🔊 Challenge Card = Community Route Customized Track🔊 Game Pass allow play for free, but not available for all country🔊 Community Rating: Very Positive ⚠️ Powerful cars unlocked too early ➜ Gamer have option not to use it⚠️ Too easy to earn money ➜ Money not just use them to buy car, also houses⚠️ Horrendous track designs ➜  No issue on that⚠️ Lazy & empty open world ➜ Disagree, it is same complex design as in FH4⚠️ Cheater exist ➜ Common issue, only harm for who want be number one in every race⚠️ The game is not realistic at all ➜ Not all the car react the same⚠️ The game is made for 3 year-old kid ➜ You didn't refund, and playtime up to 184 hours?⚠️ 8GB VRAM is not enough ➜ True, if using ultra wide screenThanks for reading, please 👍 to support because writing all this is not a easy task, then:🔔 Browse  and follow this Curator, or🤝 Visit  to understand what people we are"
20,3,DeathWarden172,https://steamcommunity.com/profiles/76561198135603244/,82,1,1,38.2,"Posted: June 4, 2022",97,0,1,https://avatars.cloudflare.steamstatic.com/d216e4e29c926a5edbb2c133fdbb644e87233d7e.jpg,"The game looks amazing and is fun to play. The only issue is the potential burnout. If you aren't constantly getting new vehicles and pushing yourself to perform in multiplayer, you are going to run out of new things to do."
21,3,TheGamingLizard,https://steamcommunity.com/profiles/76561198889477365/,697,194,1,43.7,"Posted: January 3, 2022",21,7,1,https://avatars.cloudflare.steamstatic.com/a626dc2cf741e1581472d8cf26230260ca5131ef.jpg,car
22,3,Hajens Vrede!,https://steamcommunity.com/profiles/76561199166052808/,270,79,1,159.5,"Posted: July 24, 2022",15,15,1,https://avatars.cloudflare.steamstatic.com/e80cc67312698817194e0baea9768b9407b386f2.jpg,car
23,3,VanyaPoker,https://steamcommunity.com/id/wa7er/,"1,973",575,1,92.8,"Posted: November 9, 2021",479,29,1,https://avatars.cloudflare.steamstatic.com/1ecba8fdbb31045ae3044af4a89db1e35cd52f5c.jpg,Right-handed traffic.
24,3,Ecksdee,https://steamcommunity.com/id/mmyy/,616,119,1,373.6,"Posted: March 13, 2022",220,0,1,https://avatars.cloudflare.steamstatic.com/97f57b58d639bf7e7f0de30ba44f013c32281139.jpg,car
25,3,HAXURD,https://steamcommunity.com/id/HaxurdVR/,327,263,1,95.3,"Posted: October 19, 2022",93,0,1,https://avatars.cloudflare.steamstatic.com/380c1d47514fc1b7cb90b061eccd72e6dd3a1e97.jpg,"⢸⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⡷⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⡇⠢⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸ Are you wasting my money again, son?⢸⠀⠀⠀⠀⢀⠖⠒⠒⠒⢤⠀⠀⠀⠀⠀⡇⠀ ⠀⠀⠀⠀⠙⢦⡀⠀⠀⠀⠀⢸⠀⠀⣀⢤⣼⣀⡠⠤⠤⠼⠤⡄⠀⠀⡇⠀⠀ ⠀⠀⠀⠀⠀⠙⢄⠀⠀⠀⠀⢸⠀⠀⠑⡤⠤⡒⠒⠒⡊⠙⡏⠀⢀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠑⠢⡄⠀⢸⠀⠀⠀⠇⠀⣀⣀⣀⣀⢀⠧⠟⠁⠀⡇⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⡇⠀⢸⠀⠀⠀⠸⣀⠀⠀⠈⢉⠟⠓⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⢸⢸⠀⠀⠀⠀⠈⢱⡖⠋⠁⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⢸⢸⠀⠀⠀⠀⣠⢺⠧⢄⣀⠀⠀⣀⣀⠀⠀⡇⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⢸⢸⠀⠀⠀⣠⠃⢸⠀⠀⠈⠉⡽⠿⠯⡆⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⢸⠀⠀⣰⠁⠀⢸⠀⠀⠀⠀⠉⠉⠉⠀⠀⡇⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⢸⢸⠀⠀⠣⠀⠀⢸⢄⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⢸⠀⠀⠀⠀⠀⢸⠀⢇⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⢸⠀⠀⠀⠀⠀⡌⠀⠈⡆⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⢸⠀⠀⠀⠀⢠⠃⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⢸⠀⠀⠀⠀⢸⠀⠀⠀⠁⠀⠀⠀⠀⠀⠀⠀⠷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸"
26,3,some1pl,https://steamcommunity.com/id/some1pl/,215,10,1,231.4,"Posted: December 30, 2021",393,14,1,https://avatars.cloudflare.steamstatic.com/da65c60d40c868572e02d6d4328c3dd4021ebb3f.jpg,"It's basically Forza Horizon 4.5.The map is new, the graphics are slightly better, most cars are carried over from previous games in the series, and gameplay modes are almost exactly the same as in Horizon 4. There are some quality of life improvements in the UI, some new multiplayer-centric activities, but overall it plays the same as the previous game. That itself is not a bad thing, as obviously the devs stick to the tried-and-tested formula that works. But this time it feels like they played it too safe. Who knows, maybe the DLC will introduce more new content and changes, while the devs focus until now was to get the base game done ready for the November release slot. To sum up:- If you haven't played Horizon 4, buy that one on sale instead of 5. It looks almost as good, it's sold at a good discount, it has more content and less bugs, and the online community is still active. -  if you liked Horizon 4 or you want to run with the cool kids and play the newest game, then I can recommend Horizon 5. - if you didn't like previous Horizon games, there's nothing new here that will change your mind."
27,3,Baudėjas,https://steamcommunity.com/profiles/76561198929479254/,266,11,1,126.1,Posted: January 5,37,0,1,https://avatars.cloudflare.steamstatic.com/e79b97e209d499ac5c56773e8bbfbb83790cc2da.jpg,"Reliable review from a player who has played both Forza 4 and 5 Forza 5 pros:*bigger map*more cars, content etc...*better graphics*tires make more smoke when drifting*some car engines sound better (in FH4 some engines sound too artificial)Forza 4 pros:*I felt like drift physics are just better in FH4.*For me, Great Britain map feels more interesting to explore as it focuses on urban landscape rather than rural Mexican.*free roam feels just better.Overall:- If you prefer graphics over actual gameplay get FH5.- FH4 has better gameplay and graphics are also not bad.- If you prefer urban landscape more FH4 is for you, if you enjoy more rural part of Mexico FH5 is for you.- If you have played Forza 4 I wouldn't suggest to upgrade to Forza 5, wait for Forza 6.- Regardless, both games are great and worth their price."
28,3,-ˏˋ marruu ˎˊ-,https://steamcommunity.com/id/vehrimon/,87,1,1,276.9,Posted: January 20,210,0,1,https://avatars.cloudflare.steamstatic.com/8f0a7c20a37333e93211493aff3f61edac637ded.jpg,"Complicated game to review. For context, I used to play Underground 2, Most Wanted 2005, Burnout 3, Burnout Paradise, Midnight Club 3, and a little bit of Pro Street, Test Drive, Blur and some rally games.At its core, FH5 has a good sandbox. There is a wide variety of cars ranging from supercars, tuners, muscle cars, offroad vehicles, and pretty much everything in between. The customization is good too - you can modify tiny little details about each car or download other people's creations and use those if you want to skip to proven results without much effort.The world available has almost every location type you could want in a racing game, however one key thing is missing - a metropolis area, or some sort of street/city scene. There's a very small town and the streets are way too narrow for high-speed racing, so that particular flavor of racing is frankly completely missing in this game. Otherwise the game offers plenty to enjoy, and because of a wide variety of different cars, tuning options, and adjustable difficulty settings, you can effectively move the slider between casual racing and simulation to lean towards one or the other.Then there's the online mode, which is a big let-down because of several core issues. The game has a very muted social aspect, lacking things to do together, and limiting player to player interaction. First of all, there's a lack of central hubs in the game, you mainly only find people at the starting area, with nothing interesting nearby. Because of that, people just drive around a bit and leave, you don't form groups to go do other things.You only see players who are near you, if you get distance between yourself and another player, they disappear from your map, you can easily lose a friend you could have made, and overall you never know if a place you're driving to has 10 other players there or absolutely none. This was never an issue in other games, you could see where everyone is, and most players would go to places where they saw other people.Other players are ghosts by default, you can't interact with them and you don't feel like you are sharing the same space with them. This has been very jarring. I can see other players around me, but it still feels like playing alone. I've never experienced that in other games, and it's just really sad. I have fond memories of hanging out with other players in Burnout, doing stunts together, racing, playing cops and robbers, crashing into players, I often stayed in the same servers with the same people for hours on end.In FH5 you don't feel any kind of server unity, you feel completely disconnected. Even if you find a convoy with other players (which then disables the ghost mode for people within the convoy), it still doesn't feel the same, because ghosts by default means everyone in the playerbase has a different mentality, almost like they have no idea what to do.You can honk at someone and drive off hoping they'd follow, and they're not going to, because they're used to everyone being a ghost they can ignore. This is in contrast to other games where a honk-and-run leads to people following you 99% of the time, and it felt like a secret code, if you honk at someone you've made a new friend.Lastly, in many other games like this, you'd have a wide variety of challenges to complete, which directed players towards certain areas, got them together and gave them things to do. FH5 doesn't have that. Horizon Arcade exists, but you need to wait in a small circle 5-15 minutes, which nobody is going to do. You could vote-start stuff like this in Burnout Paradise, they did it better over a decade ago.So all in all, this game is complicated to review. If you just want to kick back and listen to music while exploring a beautiful world with fast cars, FH5 does scratch that itch, and there's plenty of story content to keep you busy. But if you're looking for a fun and varied multiplayer component - you're going to be disappointed, because you won't find that here.I'm giving it a thumbs up regardless because even though it's not what I was looking for, it's definitely not a bad game and I have enjoyed my time with it."
29,4,💎AXSharp💎😺,https://steamcommunity.com/profiles/76561199011738528/,753,65,1,226.1,"Posted: November 10, 2021",165,7,1,https://avatars.cloudflare.steamstatic.com/625a913c2bd1525e4327f5196e62735cd93e90d7.jpg,---{ Graphics }---☐ You forget what reality is☑ Beautiful☐ Good☐ Decent☐ Bad☐ Don‘t look too long at it☐ MS-DOS---{ Gameplay }---☑ Very good☐ Good☐ It's just gameplay☐ Mehh☐ Watch paint dry instead☐ Just don't---{ Audio }---☐ Eargasm☑ Very good☐ Good☐ Not too bad☐ Bad☐ I'm now deaf---{ Audience }---☑ Kids☑ Teens☑ Adults☑ Grandma---{ PC Requirements }---☐ Check if you can run paint☐ Potato☑ Decent☐ Fast☐ Rich boi☐ Ask NASA if they have a spare computer---{ Difficulty }---☐ Just press 'W'☐ Easy☑ Easy to learn / Hard to master☐ Significant brain usage☐ Difficult☐ Dark Souls---{ Grind }---☐ Nothing to grind☐ Only if u care about leaderboards/ranks☑ Isn't necessary to progress☐ Average grind level☐ Too much grind☐ You'll need a second live for grinding---{ Story }---☐ No Story☑ Some lore☐ Average☐ Good☐ Lovely☐ It'll replace your life---{ Game Time }---☐ Long enough for a cup of coffee☐ Short☐ Average☐ Long☑ To infinity and beyond---{ Price }---☐ It's free!☑ Worth the price☐ If it's on sale☐ If u have some spare money left☐ Not recommended☐ You could also just burn your money---{ Bugs }---☐ Never heard of☑ Minor bugs☐ Can get annoying☐ ARK: Survival Evolved☐ The game itself is a big terrarium for bugs---{ ? / 10 }---☐ 1☐ 2☐ 3☐ 4☐ 5☐ 6☐ 7☑ 8☐ 9☐ 10:)
30,4,ソーレン,https://steamcommunity.com/id/91651279/,199,51,1,40.1,"Posted: April 20, 2022",80,0,1,https://avatars.cloudflare.steamstatic.com/a22fe135751920e034b8ffe7c417dbaafe6793f6.jpg,car
31,4,✪ The Woo 💫,https://steamcommunity.com/id/shahruk96/,82,1,1,47.8,"Posted: October 30, 2022",133,3,1,https://avatars.cloudflare.steamstatic.com/13e63d98a662f9b6cdc61977e122e2fcad4c0cff.jpg,"Very good game - but the transferring save files from Game Pass to Steam was a nightmare. Clearly Microsoft did not want you to stray away from the game pass as cross platform saves are not connected,"
32,4,Ganja,https://steamcommunity.com/id/mattfromportugal/,875,"1,351",1,105.6,"Posted: November 14, 2021",123,28,1,https://avatars.cloudflare.steamstatic.com/421ba2042e1fa6db8c52050fba2f54c4cb272d0c.jpg,What do you call a Mexican who lost his car? Carlos
33,4,GG,https://steamcommunity.com/id/This_is_GG/,241,25,1,33.0,"Posted: November 9, 2021","2,692",15,1,https://avatars.cloudflare.steamstatic.com/3d288a6c0e639a5d18426c213580c04648c73a54.jpg,"The best of its genre! Besides everything, finally we can completely turn off music sound instead of setting it to 1.Should buy! 11/10"
34,4,Holliday™,https://steamcommunity.com/id/Profile_Holliday/,153,20,1,"2,318.9","Posted: April 11, 2022",730,0,1,https://avatars.cloudflare.steamstatic.com/5de370e841f9929c9050b6d2a645a8f6f772e075.jpg,"This game is outstanding! You can do just about every thing. No lake of fun and finding other places to roam.  I think it is the best game I ever plaid.  I had a stroke recently, I can still play the game.  I really enjoy the game very much. Give it a try, it's not like other racing games, so give it a try.  Thank you"
35,4,Rasser!,https://steamcommunity.com/profiles/76561198001399556/,479,88,1,306.6,"Posted: February 4, 2022","1,437",13,1,https://avatars.cloudflare.steamstatic.com/b93f04b9194fba8980a2dc74947d47d0087ba113.jpg,"1 like = 1 day with no wankingAnyway. Been playing this for several hours now. Driving many miles through Mexico and i dont find the game realistic at all. Cause i never seen any hooded Cartel guys, doing their horrible things at the opposite factions... 10/10 - Still searching for guys with drugs and guns."
36,4,AdamHemi,https://steamcommunity.com/id/AdamHemi426/,579,30,0,"1,547.1","Posted: February 2, 2022",57,35,1,https://avatars.cloudflare.steamstatic.com/844a81cdfa419288b3f8939c98e1f7c13c95740d.jpg,"This game is great. It has over 500 cars, a massive world to explore, endless possibilities of car builds that add fun to the gameplay itself, and a lot more that you should explore for yourself. So why the negative review?1. Post-launch updates and support is horrible and sometimes straight-up negligent. I'm primarily focused on the online open racing and here's a list of problems that I've encountered: - Broken Headlights: The developers have changed all online street races to night-time only, but the headlights are broken so the game constantly looks pitch-black. - Cheating. Cheaters who race online are not banned. Glitched times have taken over the top of every rivals leader boards and they're not getting banned or have their records taken off. If you raced a track in a blueprint event, your time has a chance to get posted onto the leader board as well. Yet if you made a livery with the North Korean leader on it you'll get a 800-yr ban or smth.- Horrendous track designs: this in my opinion is what turned most players away from offroad races. Have fun when you made a 3000-ft blind jump only to find a 3-ft wide checkpoint right next to you after that, OR ramps placed perfectly to flip your car/truck over. - Connection Issues: I use ethernet but still constantly got disconnected from online lobbies that I've already locked in. The game was flat-out unplayable online at launch but the developers managed to fix most of em. Long wait time still happens occasionally which could take up to 10 minutes from my experience. 2. Contents-Many cars were missing from fh4, which the developers claimed to be from licensing issues but some fh4 cars are still available thru seasonal rewards or forzathon shops but not in AUTOSHOW? wth?-Cars in general are more powerful in their respective classes comparing to the previous horizon: an A800 car in fh5 handles like ~S1/850 cars in fh4, which makes higher classes harder to handle, especially on S1 and S2 dirt and off-road races, where super cars or even formula drift cars with off-road tires more competitive than actual off-road cars/trucks.- Speaking of cars, meta cars are more dominant in this game than in fh4. Take a look at different leaderboards and the top is always dominated by them. While you can still make your own tunes and compete with them online, this issue is worse than the previous horizon, as in fh5 cars like Bone Shaker require little to no skill to be driven fast and competitive.>>So that's been said, is the game still worth buying?<<Yes! Personally I think the singleplayer contents are amazing. The expeditions and showcase events are well-designed and exciting to play. The story mode is fun and helps you get familiar with the driving mechanics too. Even if you're not into racing games or cars in general, this game could still be an amazing experience for the driving, exploration, and customization. Besides the car packs, which come with the premium edition, all the cars in the game can be bought in autoshow with in-game credits or acquired thru seasonal challenges. Kudos to PGG for making a game with virtually no micro transactions.At the very least, the game's graphics on ultra and extreme are just eye-candy and it's surprisingly well optimized on low-end hardware as well. You can get smooth 60fps with medium graphics on a GTX1660 and it still looks better than a lot of other racing games out there. As a matter of fact someone posted this test on YouTube where you can actually run this game without any graphic cards to begin with.>>So why the downvote?<<As of now, there are just too many gameplay-affecting issues that the developers need to address in future updates. As someone who mainly spends time in online lobbies, the experiences I've had with these issues are just not pleasant. Right now the series desperately need some competition in the same category: sim-cade racers, to show how PGG should handle post-launch supports properly.Until all the issues have been not only addressed but also fixed, I'll keep this down vote. Thx for reading."
