,page_index,author,home_url,helpful,funny,appraise,played_hour,post_date,games,reply,image,image_link,review
10,2,ready2b,https://steamcommunity.com/id/ready2b/,89,1,1,11.9,"Posted: June 13, 2020",717,6,1,https://avatars.cloudflare.steamstatic.com/2aedd17fd2da970cc19d88c57179ed5c6f8ff765.jpg,"Given how much I enjoyed , there is no way I would miss out on playing . Just like the original, 2 is a chaotic party game where you and up to 3 friends work together to serve top-of-the-line dishes while coping with and overcoming terrible kitchen designs, bizarre situations and natural disasters. In sum, frantically fun.  Both Overcooked! games are great but I recall enjoying the first game more. The new features introduced in 2 were welcome but sometimes flawed and unnecessary. Somehow the fewer gimmicks and simpler levels (for the most part) in 1 made for a more fun experience. Regardless, I enjoyed Overcooked! 2 as a whole; it is still the chaotically fun co-op experience that I’ve come to expect and love from the Overcooked! Series. Looking forward to 3!"
11,2,Punky,https://steamcommunity.com/profiles/76561198081438195/,131,304,1,37.3,"Posted: June 1, 2019",26,0,1,https://avatars.cloudflare.steamstatic.com/91c64b16d33818d13a0712b0257e0915678e2916.jpg,"If you've finished this game with your girlfriend and you haven't broken up, I think it's time to ask her to marry you. :)"
12,2,Ichika5807,https://steamcommunity.com/profiles/76561199092065734/,74,22,1,7.7,"Posted: July 1, 2022",5,0,1,https://avatars.cloudflare.steamstatic.com/0c39a2279edbe13f82537b1768383d98461c6836.jpg,you can play as a rat and i think thats pretty cool
13,2,everRampager,https://steamcommunity.com/profiles/76561198055663882/,102,2,1,23.8,"Posted: August 10, 2018",456,5,1,https://avatars.cloudflare.steamstatic.com/9564f27a6e5bb0986a9d5538e47240747fd21ad3.jpg,"As a returning player: 6/10, for those new to the series: 9/10. Review will be from the first perspective.Being quite familiar with the first game, my partner and I were super excited for more cooking chaos but ultimately we didn't feel the game is worth the money. The first three/four worlds we 3-starred everything on our first try just from familiarity with the game, the throwing mechanic has a lot of potential and the Kevin levels were a lot of fun but in the end it feels like we only got about 12 levels of actual difficulty.Overcooked 2 was the time to add in a level editor, not switches on the world map (what are those even for, anyway?). Make the game replayable, maybe a new game+ that you can select at the start if you're familiar with OC already/unlocked at the end of story that changes up the base game. OC2 isn't a sequel, it's just the definitive version of OC1."
14,2,I'm Built Different,https://steamcommunity.com/profiles/76561198143466450/,82,63,1,4.5,"Posted: June 20, 2021",130,0,1,https://avatars.cloudflare.steamstatic.com/1223ac6735a393d73bf6e5ae377fae84c9b5e67c.jpg,This game almost ended my relationship
15,2,acekayrox,https://steamcommunity.com/profiles/76561199200231453/,78,29,1,6.2,"Posted: February 25, 2022",30,0,1,https://avatars.cloudflare.steamstatic.com/249bb78dfd169911b401ba7a78099c77507794cf.jpg,Sometimes when i'm cooking my mum tells me i'm doing a good job
16,2,Feena,https://steamcommunity.com/profiles/76561198071375554/,68,5,1,21.6,"Posted: December 19, 2019","2,659",30,1,https://avatars.cloudflare.steamstatic.com/534f9e538b97f985709b5d84eb0badff4fe7d854.jpg,"What a cute fun game to play with your family and friends! Overcooked returned with many new features and the most highlighted one is online multiplayer! Yes, you can play now with your online friends, unlike the first game which only supports local co-op/PVP. We are back to Onion Kingdom and must help to defend it from the hoards of The Unbread. (undead) The story is fun and cute, and the stages are more challenging than before, you also keep unlocking new recipes that require you and your friends to team up or yell and shout during the whole stage. I had so much fun playing it with my friend and sister.The artwork is fun, you'll have so many chefs to choose from and unlock the more you advance into the game. The map is huge, each chapter has multiple stages and each stage has a unique challenge, besides the DLC's which adds even more contents. There are also Kevin's the dog, stages where you have to cook and serve dog food! those are really hard to make!The soundtracks are nice, fitting the gameplay, nothing too loud. I played this game using a controller, not sure if it can work as smoothly with a keyboard. The trophies are a bit challenging and need some grinding, but what makes this fun is when you play it with your friends, you wouldn't feel that you are grinding for anything.  You can team up with total of four players together.Pros:+Beautiful visuals and locations design.+Fun Soundtracks.+Unique gameplay+Multiple Chefs.+Bonus stages.+Huge map and many stages to play.+New Game+ unlocks an additional star to earn and difficulty. +Seasonal free content + paid DLCs.+Local and online multiplayer.+Many recipes (You unlock more as you advance into the game).+Steam achievements.Cons:-When you fall down into the sea, the game freezes for everyone for a couple of seconds until the player respawn. After finishing the main game, you'll unlock a new challenge and that will require you to get a fourth star in each stage! The developers still bringing new content and adding more recipes. With the new Holiday free update, you get to feed angry hoards and defend your kitchen at the same time!  I highly recommend it for people who enjoys multiplayer challenging games."
17,3,N/A,https://steamcommunity.com/id/katakuki/,67,83,1,19.2,"Posted: November 26, 2020",114,0,1,https://avatars.cloudflare.steamstatic.com/e1dde7fe207a397634580d4755f7890ccf24ddd7.jpg,"Imagine Gordon Ramsay's Hell's Kitchen as a game, but with the swearing and yelling and crying IRL."
18,3,arlock,https://steamcommunity.com/id/arlock1/,64,86,1,6.5,"Posted: November 24, 2018",125,0,1,https://avatars.cloudflare.steamstatic.com/8949ecb9faf180dd40c78de45f4a57efaa89e112.jpg,The second best relationship test you can take.
19,3,homskillet,https://steamcommunity.com/id/homtherobot/,373,14,0,86.1,"Posted: August 19, 2018",364,15,1,https://avatars.cloudflare.steamstatic.com/220f262e5116522840f389c54edbb8fbf3c89903.jpg,"I feel bad leaving a bad review as I'm sure the developers put a lot of effort into it and I appreciate what the game is trying to offer. However as a big fan of the first one I can't help but point out some huge problems with the second one that have kept me from enjoying it.Overcooked is at its best when you are figuring out how to solve the level efficiently given the layout of the level in front of you. You make a plan, divide tasks, and refine your execution until your team is a well oiled machine. Then you move on to the next level and do it again.It's at its worst when the levels are built to slow you down or irritate you. Not particularly challenging, just clunky. You end up standing around a lot. You often have to wait for platforms to reappear or to get to you. There's nothing you can do to speed it up. I'm cool with dynamic levels that force you to adapt, but not when you end up just standing around waiting for the level shifts to occur. The first game's levels felt like they were asking the question ""can you find an efficient way to get things done here?"" This time around the levels are asking ""can you find a way to get anything done here at all?"" I think they knew the levels were clunky and made the scoring system very forgiving to compensate, because we got 3 stars on almost every level the first time through. I know they're releasing a NG+ so maybe the difficulty will change, but going back and replaying levels is not that appealing of a proposition due to the level design I described above. I am hoping future patches fix this game. The foundation is solid, some new levels and appropriate difficulty would solve everything.If you are considering this game and haven't played the first one, I suggest buying that one instead. It is far less polished, but the design is on point."
20,3,Czariki,https://steamcommunity.com/profiles/76561198150963932/,60,28,1,5.8,"Posted: June 3, 2022",65,0,1,https://avatars.cloudflare.steamstatic.com/6f3ade41ee529512f12cf760d8ec5ebce9b971bd.jpg,A friend is the minimum requirement...
21,3,Missing Goofy :/,https://steamcommunity.com/id/lydiaho34/,127,170,1,33.1,"Posted: March 31, 2020",72,1,1,https://avatars.cloudflare.steamstatic.com/3eaf088502cf73c736b39046592be19a3c346b1a.jpg,My husband and i bought this game during the Covid-19 lockdown when we were bored. I expected the chaos to cause our divorce but we are still married. Money will spent. ;)
22,3,Moshi Moshi,https://steamcommunity.com/profiles/76561198214721837/,48,50,1,11.7,Posted: March 31,150,0,1,https://avatars.cloudflare.steamstatic.com/ff1ff8c161f1ed0ef2ba0d31a5765368e1d33aab.jpg,JUST STAY ON YOUR ♥♥♥♥♥♥♥ SIDE YOU ♥♥♥♥. I'LL DO THE TOMATO AND YOU CHOP THE ♥♥♥♥♥♥♥ LETTUCE. WHY ARENT YOU DOING THE DISHES I'M THE ONE PLATING AND SERVING. JUST DO YOUR ♥♥♥♥♥♥♥ JOB ITS NOT THAT HARD
23,3,Kaan Alp,https://steamcommunity.com/id/kozanlikaan/,89,18,1,50.6,"Posted: September 9, 2020",90,0,1,https://avatars.cloudflare.steamstatic.com/6330c0531c83e7262767b52a29728f6801bcc289.jpg,Fun game to play with girlfriend
24,3,xurpio,https://steamcommunity.com/profiles/76561199073433652/,47,19,1,0.7,Posted: February 26,28,0,1,https://avatars.cloudflare.steamstatic.com/6138522a0f443e5473d4c481d23cc16de6374202.jpg,You can commit arson.
25,3,Nexus,https://steamcommunity.com/id/FreakL3mo/,53,31,1,3.3,"Posted: March 1, 2022",797,0,1,https://avatars.cloudflare.steamstatic.com/97caee00eb9e2fd9f78eaf034b7f9f4d2fd9210d.jpg,Hell's Kitchen
26,4,WolF,https://steamcommunity.com/id/iamthelonewolf/,141,357,1,61.9,"Posted: December 7, 2018",169,0,1,https://avatars.cloudflare.steamstatic.com/3e7fa82d331c950cc2dffca68c4e0f723849cff0.jpg,WASH.THE.F*CKING.PLATES !
27,4,Geralt Of Rivia,https://steamcommunity.com/id/theplayingdead/,74,43,1,22.1,"Posted: January 12, 2019",215,0,1,https://avatars.cloudflare.steamstatic.com/78f75ecb721a6622b7d7da4de603c4e762856a26.jpg,Best game to play with your girlfriend!
28,4,Giggles,https://steamcommunity.com/profiles/76561198012065068/,174,6,0,13.8,"Posted: August 9, 2018",151,0,1,https://avatars.cloudflare.steamstatic.com/5ee819399f40bb8560d3ea8e204103b4dbc0c7fe.jpg,I have the same complaints that everyone else who didn't recommend the game does.  Two things need to be fixed in this game and then it would be great:1) Ability to remap/rebind keys.  The keys used in the game are awkward and are pretty terrible considering it would be much more comfortable to be able to use mouse buttons for actions.2) In online multiplayer games only the host progresses in story mode and receives unlockable characters.
29,4,Demmino,https://steamcommunity.com/id/Demmino/,53,40,1,6.1,"Posted: June 23, 2020",499,0,1,https://avatars.cloudflare.steamstatic.com/7b3bbeb6ad0f4480a09d7c6ca66cfc579c251012.jpg,"Hey, this seems like a chill game me and my friends game, and my friends recommend it for me! gonna be fun>I get it>Finish tutorial>invite friends>start screaming >shouting>sweating>wanting to kill them well i can say it's a really good game honestly, highly recommend!"
30,4,Cheesemasher,https://steamcommunity.com/id/Cheesemasher/,53,35,1,500.4,"Posted: June 15, 2021","5,567",0,1,https://avatars.cloudflare.steamstatic.com/8afff3d8eaf6cd0741e31ce8835fb620cf8a0d81.jpg,Tired of you friends? Try this!
31,4,Moby,https://steamcommunity.com/profiles/76561198824233474/,48,,1,17.1,"Posted: November 4, 2021",12,0,1,https://avatars.cloudflare.steamstatic.com/9552ae259e1eb02eae0705edc44bdc73d8899599.jpg,Fun for couples
32,4,Loba's Pumpusi,https://steamcommunity.com/id/nahmete/,42,27,1,32.3,"Posted: November 25, 2022",52,1,1,https://avatars.cloudflare.steamstatic.com/87064729817bb4736050fbc9d05f22988709d6c9.jpg,the only other thing burning in the kitchen is me burning my bridges with friends 11/10 would play again
33,4,Neko-Chan,https://steamcommunity.com/profiles/76561198795861962/,45,15,1,15.1,Posted: March 8,68,0,1,https://avatars.cloudflare.steamstatic.com/acfdff052a693d75e40a84be87b7279cea5c01e6.jpg,"Playing this as a cook, with cooks....a lot of yelling but very fun."
34,4,Rave,https://steamcommunity.com/id/rave223344/,58,50,1,14.7,"Posted: July 14, 2021",342,0,1,https://avatars.cloudflare.steamstatic.com/fe83c462efa086936f23724e594ed1576bc6cc79.jpg,"Love the game, get yelled at by the girlfriend when i mess up a order. 10/10 relationship is screwed."
35,5,Pirx,https://steamcommunity.com/id/ProbablyNohr/,43,43,1,27.8,"Posted: June 8, 2019",160,0,1,https://avatars.cloudflare.steamstatic.com/b6ac759d5e1ac8d432004ae0e837b64b635e6889.jpg,"Some levels are pretty creative, easy and fun to play while others require a f*cking hive mind and psychic powers to complete. I swear, we couldn't complete a level on three stars until we got a fourth person. Getting a certain amount of stars makes you unlock new chefs, so if you are feeling desperate - just forget about this god forsaken star. If you like cooking, swearing and shouting at your friends for two minutes straight, then enjoy.  Seriously. But don't tell them about the damage that can be done to their nervous system.P.S. Completing the story unlocks  mode for all levels - the fourth star, the score for obtaining which is sky-high. Good luck and god save us all."
36,5,croissants,https://steamcommunity.com/profiles/76561199272058143/,63,4,1,23.6,Posted: April 18,4,1,1,https://avatars.cloudflare.steamstatic.com/f51cf6a27f329180d34e9260258f46c683fd7581.jpg,My friend who I play Overcooked! 2 with said if I post a review and it gets 50 likes and 5 Awards that he will buy me a case of beer and some vodka So im just gonna leave this here.⠁⡼⠋⠀⣆⠀⠀⣰⣿⣫⣾⢿⣿⣿⠍⢠⠠⠀⠀⢀⠰⢾⣺⣻⣿⣿⣿⣷⡀⠀⣥⠀⠀⠀⠁⠀⠠⢻⢬⠁⣠⣾⠛⠁⠀⠀⠀⠀⠀⠀⠀⠐⠱⠏⡉⠙⣿⣿⡇⠀⢳⠀⢰⡖⠀⠀⠈⠀⣺⢰⣿⢻⣾⣶⣿⣿⣶⣶⣤⣤⣴⣾⣿⣷⣼⡆⢸⣿⣧⠀⠈⠀⠜⠈⣀⣔⣦⢨⣿⣿⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣅⣼⠛⢹⠀⠀⠀⠀⠀⢋⡿⡿⣯⣭⡟⣟⣿⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⡘⠀⡀⠐⠀⠀⠀⣿⣯⡿⣿⣿⣿⣯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⣉⢽⣿⡆⠀⠀⢳⠀⠄⠀⢀⣿⣿⣿⣿⣿⣿⣿⠙⠉⠉⠉⠛⣻⢛⣿⠛⠃⠀⠐⠛⠻⣿⡇⠀⠀⣾⠄⠀⠀⢸⣿⣿⡿⠟⠛⠁⢀⠀⢀⡄⣀⣠⣾⣿⣿⡠⣴⣎⣀⣠⣠⣿⡇⠀⠀⣧⠀⣴⣄⣽⣿⣿⣿⣶⣶⣖⣶⣬⣾⣿⣾⣿⣿⣿⣿⣽⣿⣿⣿⣿⣿⣿⡇⠀⠀⣿⣶⣈⡯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⣹⢧⣿⣿⣿⣄⠙⢿⣿⣿⣿⠇⠀⠀⠹⣿⣿⣧⢌⢽⣻⢿⣯⣿⣿⣿⣿⠟⣠⡘⠿⠟⠛⠛⠟⠛⣧⡈⠻⣾⣿⠀⠀⠀⠀⠈⠉⣷⡿⣽⠶⡾⢿⣿⣿⣿⢃⣤⣿⣷⣤⣤⣄⣄⣠⣼⡿⢷⢀⣿⡏⠀⠀⠀⠀⠀⢀⣿⣷⠌⣈⣏⣝⠽⡿⣷⣾⣏⣀⣉⣉⣀⣀⣀⣠⣠⣄⡸⣾⣿⠃⠀⠀⠀⠀⣰⡿⣿⣧⡐⠄⠱⣿⣺⣽⢟⣿⣿⢿⣿⣍⠉⢀⣀⣐⣼⣯⡗⠟⡏⠀⠀⠀⠀⣰⣿⠀⣿⣿⣴⡀⠂⠘⢹⣭⡂⡚⠿⢿⣿⣿⣿⡿⢿⢿⡿⠿⢁⣴⣿⣷⣶⣦⣤
37,5,bronymtndew,https://steamcommunity.com/id/stephenestilwell/,146,317,0,19.0,"Posted: December 8, 2022",20,1,1,https://avatars.cloudflare.steamstatic.com/e109e9c2050e05cdffb5d96187a69e4295f4958f.jpg,"i used to have 3 friends. I miss them so much, but they just couldn't make pizzas very quickly.."
38,5,seekay,https://steamcommunity.com/id/seekayphoo/,49,32,1,28.6,"Posted: May 21, 2021",102,0,1,https://avatars.cloudflare.steamstatic.com/752eb38c3b0bc6f74708ec2c3d44d00bda41edde.jpg,this is how you end a relationship 2
39,5,Ævon,https://steamcommunity.com/id/spicymapotofu/,37,12,1,21.8,"Posted: August 14, 2022",223,0,1,https://avatars.cloudflare.steamstatic.com/ae0fd55c74b343b117232f10ba4a859b002c240d.jpg,I played this game with my friends.Two of them were calm and knew what they were doing.Me and my other friend were screaming and hurling insults at each other the entire playthrough.Great game. My throat hurts now from all the screaming. Will do it again.
40,5,Sin,https://steamcommunity.com/id/HereticSin/,38,74,1,110.4,"Posted: June 22, 2021","4,290",2,1,https://avatars.cloudflare.steamstatic.com/9d81e6e7f4d20282f1c44428a16485b5e7cb5232.jpg,"Fun until you realize your significant other has put rice on tortillas and you've been putting meat on tortillas and now you cant mix them. Next thing you know she's not talking to you anymore, and she's cutting up tomatoes like a mad woman and throwing them everywhere.  You don't speak the same to each other for several days after this.Don't mess up the tortillas people.Completionist Review:Achievements are not overly hard if you're good at the game, can be completed single player, but it's difficult.  Many achievements are a bit grindy, and require doing 100-500 of something, which by the way many people have counted including myself to require much much more than the actual amount it says it requires.  Most of the grindy achievements have to be done afterwards since there isn't enough levels to get them on normal playthroughs, unless you replay the levels a lot."
41,5,SparkliTwizzl,https://steamcommunity.com/id/SparkliTwizzl/,38,22,1,33.4,"Posted: January 7, 2022",919,0,1,https://avatars.cloudflare.steamstatic.com/5054e0138797c4b4a78ce9f3b2e0eac8f833efa4.jpg,"this game ruined several friendships, 10/10"
42,5,hung,https://steamcommunity.com/id/hunng/,58,26,1,31.3,"Posted: December 27, 2022",81,1,1,https://avatars.cloudflare.steamstatic.com/bb4363541cfe6a4acc93c295daaf9a0c4f485d49.jpg,this game ruin friendships
43,5,otexasranger,https://steamcommunity.com/id/otexasranger/,59,35,1,26.5,"Posted: September 12, 2018",586,0,1,https://avatars.cloudflare.steamstatic.com/79d3fe5839617eb83a9661071ed021dd56ac8a5b.jpg,My wife loves this game. Which is the only game she plays with me. That says a lot.
44,6,Fern,https://steamcommunity.com/id/fernestry/,36,37,1,17.8,"Posted: March 29, 2020",100,0,1,https://avatars.cloudflare.steamstatic.com/2103189b51d3f15823fb0f48d16fa4f0b9805bac.jpg,"if you are looking for something that will make you want to violently murder your friends, then play this game."
45,6,Cairyth,https://steamcommunity.com/id/Cairyth/,131,33,1,67.8,"Posted: March 27, 2020",135,0,1,https://avatars.cloudflare.steamstatic.com/c152cff40ff3a9a35bd63d51756be3d800dff50f.jpg,come on sale pls i want to buy it for my friend
46,6,HAYUL,https://steamcommunity.com/id/eerflas027/,41,18,1,57.6,"Posted: September 15, 2020","2,123",0,1,https://avatars.cloudflare.steamstatic.com/346eafb639908ebb4643ba04ad92a92ef985a974.jpg,Hell's Kitchen
47,6,Professor Fondue,https://steamcommunity.com/id/Seth-Broker/,39,38,1,3.4,"Posted: June 15, 2022","1,144",1,1,https://avatars.cloudflare.steamstatic.com/7a6b37fce5b6f8524a48bf5ac3fa756db493217e.jpg,"Unfortunately while playing, my dear friend was overwhelmed by the burrito recipe, and died after blowing a fuse. RIP the homie 🙏"
48,6,zcog,https://steamcommunity.com/id/zcog/,67,3,1,27.6,"Posted: August 8, 2018",392,5,1,https://avatars.cloudflare.steamstatic.com/408fa5f4aa2011080a86aef18f69395a3b2a661d.jpg,"This game has online coop nowThere are a ton of levels, different settings the map to explore is hugeThere is a new throwing mechanic super funLevels are super dynamic, new styles like one person has to control a platform to get everyone else to a specific placeThere are these like secret ""Kevin"" levelsTons of new recipes, sushi and stuffIf you loved the first overcooked you will love this one.If you havent played overcooked 1, if you want a good couch coop this is the best you can get."
49,6,WeirdnAwesome,https://steamcommunity.com/id/lemuellz/,45,6,1,37.7,"Posted: December 3, 2018",503,0,1,https://avatars.cloudflare.steamstatic.com/d0fa04f39ee939c2727acb11684e6bf4bb93bb14.jpg,"Bought the game for full price + DLCPros:Really, really fun to play with friends!Stars are adjusted to number of players playingGraphics and soundtrack are greatAddition of the new 4th star is a wonderful challenge (3 stars is easy)Save files and achievements work properly (as of 190219)Cons:Boring to play by selfLack of workshop? Was hoping to get custom maps to extend the gameplaySome lag for friends who connect (still an issue in 190219)Overall not a bad purchase, definitely caused a lot of frustration and yelling but it is very addictive!"
50,6,ZoTepz,https://steamcommunity.com/profiles/76561199240293181/,67,15,1,10.4,"Posted: February 4, 2022",26,0,1,https://avatars.cloudflare.steamstatic.com/c78e87c68a89fcdd6c895f2b6b13474085a9c5ab.jpg,fun with gf
51,6,Yepamango,https://steamcommunity.com/id/yepamango/,33,1,1,6.8,"Posted: December 28, 2018",861,0,1,https://avatars.cloudflare.steamstatic.com/925a94e26be18140db2ba4c9e6c1bebd1e5eb44c.jpg,"This is not a game that you play by yourself, it just isn't fun that way. But when you get friends involved this game is masterclass and easily one of the best coop games ive played."
52,6,Pajamas,https://steamcommunity.com/id/YourfriendlyneighborhoodPajamas/,35,58,1,104.2,"Posted: July 1, 2019",282,0,1,https://avatars.cloudflare.steamstatic.com/50bbd25ac6352f0e8df6a83865243d759122bef6.jpg,Great for strengthening relationships or destroying them
53,7,MarleeSs,https://steamcommunity.com/id/MarleeSs/,166,17,1,5.0,"Posted: June 11, 2021",140,12,1,https://avatars.cloudflare.steamstatic.com/2f688ac90469a399ab7eb8287e3560aef1334bc4.jpg,"Coming for free on the epic store on June 17, 2021..!"
